Unparalleled,Source,Variance,Crit_Damage,Normal_Damage,Average_Damage,Weapon
5,2,3,1176.77,539.804,582.481,Black_Cut
5,3,2,1163.17,533.564,585.821,Black_Cut
5,4,1,1149.73,527.397,589.008,Black_Cut
5,5,0,1136.44,521.304,592.045,Black_Cut
6,0,4,1210.2,546.12,574.012,Black_Cut
6,1,3,1196.21,539.804,577.875,Black_Cut
6,2,2,1182.38,533.564,581.576,Black_Cut
6,3,1,1168.71,527.397,585.116,Black_Cut
6,4,0,1155.21,521.304,588.498,Black_Cut
7,0,3,1215.64,539.804,572.92,Black_Cut
7,1,2,1201.59,533.564,576.985,Black_Cut
7,2,1,1187.7,527.397,580.882,Black_Cut
7,3,0,1173.98,521.304,584.614,Black_Cut
8,0,2,1220.79,533.564,572.048,Black_Cut
8,1,1,1206.69,527.397,576.306,Black_Cut
8,2,0,1192.74,521.304,580.391,Black_Cut
9,0,1,1225.67,527.397,571.389,Black_Cut
9,1,0,1211.51,521.304,575.831,Black_Cut
10,0,0,1230.28,521.304,570.932,Black_Cut
0,0,10,1186.85,741.781,830.794,Master
0,1,9,1173.97,733.73,828.822,Master
0,2,8,1161.22,725.761,826.787,Master
0,3,7,1148.6,717.873,824.693,Master
0,4,6,1136.1,710.064,822.538,Master
0,5,5,1123.73,702.333,820.325,Master
0,6,4,1111.49,694.679,818.054,Master
0,7,3,1099.36,687.101,815.727,Master
0,8,2,1087.36,679.598,813.343,Master
0,9,1,1075.47,672.168,810.903,Master
0,10,0,1063.7,664.81,808.409,Master
1,0,9,1189.82,733.73,828.14,Master
1,1,8,1176.89,725.761,826.364,Master
1,2,7,1164.1,717.873,824.522,Master
1,3,6,1151.44,710.064,822.615,Master
1,4,5,1138.9,702.333,820.644,Master
1,5,4,1126.49,694.679,818.61,Master
1,6,3,1114.2,687.101,816.513,Master
1,7,2,1102.04,679.598,814.355,Master
1,8,1,1089.99,672.168,812.137,Master
1,9,0,1078.06,664.81,809.86,Master
2,0,8,1192.57,725.761,825.659,Master
2,1,7,1179.61,717.873,824.072,Master
2,2,6,1166.78,710.064,822.416,Master
2,3,5,1154.07,702.333,820.689,Master
2,4,4,1141.5,694.679,818.895,Master
2,5,3,1129.04,687.101,817.033,Master
2,6,2,1116.71,679.598,815.104,Master
2,7,1,1104.51,672.168,813.11,Master
2,8,0,1092.42,664.81,811.052,Master
3,0,7,1195.12,717.873,823.344,Master
3,1,6,1182.11,710.064,821.94,Master
3,2,5,1169.24,702.333,820.462,Master
3,3,4,1156.5,694.679,818.91,Master
3,4,3,1143.89,687.101,817.285,Master
3,5,2,1131.39,679.598,815.588,Master
3,6,1,1119.02,672.168,813.821,Master
3,7,0,1106.78,664.81,811.985,Master
4,0,6,1197.45,710.064,821.189,Master
4,1,5,1184.41,702.333,819.961,Master
4,2,4,1171.51,694.679,818.655,Master
4,3,3,1158.73,687.101,817.27,Master
4,4,2,1146.07,679.598,815.809,Master
4,5,1,1133.54,672.168,814.272,Master
4,6,0,1121.14,664.81,812.66,Master
5,0,5,1199.59,702.333,819.188,Master
5,1,4,1186.51,694.679,818.129,Master
5,2,3,1173.57,687.101,816.988,Master
5,3,2,1160.75,679.598,815.765,Master
5,4,1,1148.06,672.168,814.46,Master
5,5,0,1135.5,664.81,813.076,Master
6,0,4,1201.52,694.679,817.334,Master
6,1,3,1188.41,687.101,816.439,Master
6,2,2,1175.43,679.598,815.456,Master
6,3,1,1162.58,672.168,814.388,Master
6,4,0,1149.86,664.81,813.234,Master
7,0,3,1203.25,687.101,815.623,Master
7,1,2,1190.11,679.598,814.884,Master
7,2,1,1177.1,672.168,814.054,Master
7,3,0,1164.22,664.81,813.134,Master
8,0,2,1204.79,679.598,814.047,Master
8,1,1,1191.62,672.168,813.458,Master
8,2,0,1178.58,664.81,812.775,Master
9,0,1,1206.14,672.168,812.602,Master
9,1,0,1192.94,664.81,812.157,Master
10,0,0,1207.3,664.81,811.281,Master
0,0,10,1284.27,535.111,684.942,Endless
0,1,9,1271.57,529.821,690.039,Endless
0,2,8,1259.01,524.585,694.971,Endless
0,3,7,1246.57,519.402,699.739,Endless
0,4,6,1234.25,514.271,704.346,Endless
0,5,5,1222.06,509.192,708.795,Endless
0,6,4,1209.99,504.163,713.087,Endless
0,7,3,1198.04,499.183,717.226,Endless
0,8,2,1186.21,494.253,721.214,Endless
0,9,1,1174.49,489.371,725.052,Endless
0,10,0,1162.89,484.537,728.743,Endless
1,0,9,1290.64,529.821,687.312,Endless
1,1,8,1277.89,524.585,692.572,Endless
1,2,7,1265.26,519.402,697.663,Endless
1,3,6,1252.77,514.271,702.587,Endless
1,4,5,1240.39,509.192,707.347,Endless
1,5,4,1228.14,504.163,711.944,Endless
1,6,3,1216.01,499.183,716.382,Endless
1,7,2,1204,494.253,720.662,Endless
1,8,1,1192.11,489.371,724.788,Endless
1,9,0,1180.33,484.537,728.76,Endless
2,0,8,1296.78,524.585,689.834,Endless
2,1,7,1283.96,519.402,695.251,Endless
2,2,6,1271.28,514.271,700.495,Endless
2,3,5,1258.72,509.192,705.569,Endless
2,4,4,1246.29,504.163,710.474,Endless
2,5,3,1233.98,499.183,715.214,Endless
2,6,2,1221.79,494.253,719.79,Endless
2,7,1,1209.72,489.371,724.206,Endless
2,8,0,1197.77,484.537,728.464,Endless
3,0,7,1302.66,519.402,692.503,Endless
3,1,6,1289.79,514.271,698.07,Endless
3,2,5,1277.05,509.192,703.461,Endless
3,3,4,1264.44,504.163,708.677,Endless
3,4,3,1251.95,499.183,713.722,Endless
3,5,2,1239.59,494.253,718.598,Endless
3,6,1,1227.34,489.371,723.308,Endless
3,7,0,1215.22,484.537,727.853,Endless
4,0,6,1308.31,514.271,695.311,Endless
4,1,5,1295.38,509.192,701.022,Endless
4,2,4,1282.59,504.163,706.554,Endless
4,3,3,1269.92,499.183,711.907,Endless
4,4,2,1257.38,494.253,717.086,Endless
4,5,1,1244.96,489.371,722.092,Endless
4,6,0,1232.66,484.537,726.929,Endless
5,0,5,1313.71,509.192,698.255,Endless
5,1,4,1300.74,504.163,704.103,Endless
5,2,3,1287.89,499.183,709.769,Endless
5,3,2,1275.17,494.253,715.253,Endless
5,4,1,1262.58,489.371,720.56,Endless
5,5,0,1250.1,484.537,725.69,Endless
6,0,4,1318.89,504.163,701.326,Endless
6,1,3,1305.86,499.183,707.307,Endless
6,2,2,1292.97,494.253,713.1,Endless
6,3,1,1280.19,489.371,718.71,Endless
6,4,0,1267.55,484.537,724.138,Endless
7,0,3,1323.83,499.183,704.521,Endless
7,1,2,1310.76,494.253,710.627,Endless
7,2,1,1297.81,489.371,716.543,Endless
7,3,0,1284.99,484.537,722.272,Endless
8,0,2,1328.55,494.253,707.833,Endless
8,1,1,1315.43,489.371,714.059,Endless
8,2,0,1302.43,484.537,720.091,Endless
9,0,1,1333.05,489.371,711.258,Endless
9,1,0,1319.88,484.537,717.597,Endless
10,0,0,1337.32,484.537,714.788,Endless
