Unparalleled,Source,Variance,Crit_Damage,Normal_Damage,Average_Damage,Weapon
1,1,8,1659.87,906.565,1074.55,Endless
1,2,7,1645.31,899.453,1077.71,Endless
1,3,6,1630.91,892.412,1080.73,Endless
1,4,5,1616.64,885.442,1083.6,Endless
1,5,4,1602.52,878.541,1086.32,Endless
1,6,3,1588.53,871.708,1088.91,Endless
1,7,2,1574.69,864.943,1091.35,Endless
1,8,1,1560.98,858.243,1093.66,Endless
1,9,0,1547.4,851.61,1095.83,Endless
2,0,8,1678.75,906.565,1071.81,Endless
2,1,7,1664.01,899.453,1075.3,Endless
2,2,6,1649.42,892.412,1078.64,Endless
2,3,5,1634.97,885.442,1081.82,Endless
2,4,4,1620.67,878.541,1084.85,Endless
2,5,3,1606.51,871.708,1087.74,Endless
2,6,2,1592.48,864.943,1090.48,Endless
2,7,1,1578.6,858.243,1093.08,Endless
2,8,0,1564.85,851.61,1095.54,Endless
3,0,7,1682.71,899.453,1072.55,Endless
3,1,6,1667.93,892.412,1076.21,Endless
3,2,5,1653.3,885.442,1079.71,Endless
3,3,4,1638.82,878.541,1083.06,Endless
3,4,3,1624.48,871.708,1086.25,Endless
3,5,2,1610.28,864.943,1089.29,Endless
3,6,1,1596.21,858.243,1092.18,Endless
3,7,0,1582.29,851.61,1094.93,Endless
4,0,6,1686.45,892.412,1073.45,Endless
4,1,5,1671.63,885.442,1077.27,Endless
4,2,4,1656.97,878.541,1080.93,Endless
4,3,3,1642.45,871.708,1084.43,Endless
4,4,2,1628.07,864.943,1087.78,Endless
4,5,1,1613.83,858.243,1090.96,Endless
4,6,0,1599.73,851.61,1094,Endless
5,0,5,1689.96,885.442,1074.5,Endless
5,1,4,1675.12,878.541,1078.48,Endless
5,2,3,1660.42,871.708,1082.29,Endless
5,3,2,1645.86,864.943,1085.94,Endless
5,4,1,1631.45,858.243,1089.43,Endless
5,5,0,1617.18,851.61,1092.76,Endless
6,0,4,1693.27,878.541,1075.7,Endless
6,1,3,1678.39,871.708,1079.83,Endless
6,2,2,1663.66,864.943,1083.79,Endless
6,3,1,1649.07,858.243,1087.58,Endless
6,4,0,1634.62,851.61,1091.21,Endless
7,0,3,1696.36,871.708,1077.05,Endless
7,1,2,1681.45,864.943,1081.32,Endless
7,2,1,1666.68,858.243,1085.42,Endless
7,3,0,1652.06,851.61,1089.34,Endless
8,0,2,1699.24,864.943,1078.52,Endless
8,1,1,1684.3,858.243,1082.93,Endless
8,2,0,1669.51,851.61,1087.16,Endless
9,0,1,1701.92,858.243,1080.13,Endless
9,1,0,1686.95,851.61,1084.67,Endless
10,0,0,1704.39,851.61,1081.86,Endless
