Unparalleled,Source,Variance,Crit_Damage,Normal_Damage,Average_Damage,Weapon
5,2,3,1176.77,539.804,582.481,Black_Cut
5,3,2,1163.17,533.564,585.821,Black_Cut
5,4,1,1149.73,527.397,589.008,Black_Cut
5,5,0,1136.44,521.304,592.045,Black_Cut
6,0,4,1210.2,546.12,574.012,Black_Cut
6,1,3,1196.21,539.804,577.875,Black_Cut
6,2,2,1182.38,533.564,581.576,Black_Cut
6,3,1,1168.71,527.397,585.116,Black_Cut
6,4,0,1155.21,521.304,588.498,Black_Cut
7,0,3,1215.64,539.804,572.92,Black_Cut
7,1,2,1201.59,533.564,576.985,Black_Cut
7,2,1,1187.7,527.397,580.882,Black_Cut
7,3,0,1173.98,521.304,584.614,Black_Cut
8,0,2,1220.79,533.564,572.048,Black_Cut
8,1,1,1206.69,527.397,576.306,Black_Cut
8,2,0,1192.74,521.304,580.391,Black_Cut
9,0,1,1225.67,527.397,571.389,Black_Cut
9,1,0,1211.51,521.304,575.831,Black_Cut
10,0,0,1230.28,521.304,570.932,Black_Cut
0,0,10,988.052,542.983,631.997,Master
0,1,9,977.329,537.09,632.182,Master
0,2,8,966.714,531.257,632.283,Master
0,3,7,956.207,525.483,632.303,Master
0,4,6,945.806,519.767,632.241,Master
0,5,5,935.508,514.108,632.1,Master
0,6,4,925.313,508.505,631.88,Master
0,7,3,915.219,502.958,631.583,Master
0,8,2,905.224,497.466,631.21,Master
0,9,1,895.327,492.027,630.762,Master
0,10,0,885.527,486.641,630.24,Master
1,0,9,993.177,537.09,631.5,Master
1,1,8,982.391,531.257,631.86,Master
1,2,7,971.713,525.483,632.132,Master
1,3,6,961.143,519.767,632.318,Master
1,4,5,950.678,514.108,632.419,Master
1,5,4,940.318,508.505,632.436,Master
1,6,3,930.06,502.958,632.37,Master
1,7,2,919.903,497.466,632.223,Master
1,8,1,909.846,492.027,631.996,Master
1,9,0,899.887,486.641,631.691,Master
2,0,8,998.067,531.257,631.155,Master
2,1,7,987.219,525.483,631.682,Master
2,2,6,976.48,519.767,632.118,Master
2,3,5,965.849,514.108,632.464,Master
2,4,4,955.323,508.505,632.721,Master
2,5,3,944.902,502.958,632.889,Master
2,6,2,934.583,497.466,632.972,Master
2,7,1,924.365,492.027,632.969,Master
2,8,0,914.247,486.641,632.882,Master
3,0,7,1002.73,525.483,630.954,Master
3,1,6,991.818,519.767,631.643,Master
3,2,5,981.019,514.108,632.237,Master
3,3,4,970.328,508.505,632.736,Master
3,4,3,959.743,502.958,633.142,Master
3,5,2,949.262,497.466,633.456,Master
3,6,1,938.884,492.027,633.681,Master
3,7,0,928.607,486.641,633.816,Master
4,0,6,1007.16,519.767,630.891,Master
4,1,5,996.19,514.108,631.736,Master
4,2,4,985.333,508.505,632.481,Master
4,3,3,974.584,502.958,633.127,Master
4,4,2,963.941,497.466,633.676,Master
4,5,1,953.403,492.027,634.131,Master
4,6,0,942.967,486.641,634.491,Master
5,0,5,1011.36,514.108,630.962,Master
5,1,4,1000.34,508.505,631.955,Master
5,2,3,989.426,502.958,632.845,Master
5,3,2,978.621,497.466,633.632,Master
5,4,1,967.922,492.027,634.319,Master
5,5,0,957.327,486.641,634.907,Master
6,0,4,1015.34,508.505,631.16,Master
6,1,3,1004.27,502.958,632.296,Master
6,2,2,993.3,497.466,633.324,Master
6,3,1,982.44,492.027,634.247,Master
6,4,0,971.687,486.641,635.065,Master
7,0,3,1019.11,502.958,631.48,Master
7,1,2,1007.98,497.466,632.752,Master
7,2,1,996.959,492.027,633.913,Master
7,3,0,986.047,486.641,634.965,Master
8,0,2,1022.66,497.466,631.915,Master
8,1,1,1011.48,492.027,633.318,Master
8,2,0,1000.41,486.641,634.606,Master
9,0,1,1026,492.027,632.461,Master
9,1,0,1014.77,486.641,633.988,Master
10,0,0,1029.13,486.641,633.112,Master
0,0,10,1284.27,535.111,684.942,Endless
0,1,9,1271.57,529.821,690.039,Endless
0,2,8,1259.01,524.585,694.971,Endless
0,3,7,1246.57,519.402,699.739,Endless
0,4,6,1234.25,514.271,704.346,Endless
0,5,5,1222.06,509.192,708.795,Endless
0,6,4,1209.99,504.163,713.087,Endless
0,7,3,1198.04,499.183,717.226,Endless
0,8,2,1186.21,494.253,721.214,Endless
0,9,1,1174.49,489.371,725.052,Endless
0,10,0,1162.89,484.537,728.743,Endless
1,0,9,1290.64,529.821,687.312,Endless
1,1,8,1277.89,524.585,692.572,Endless
1,2,7,1265.26,519.402,697.663,Endless
1,3,6,1252.77,514.271,702.587,Endless
1,4,5,1240.39,509.192,707.347,Endless
1,5,4,1228.14,504.163,711.944,Endless
1,6,3,1216.01,499.183,716.382,Endless
1,7,2,1204,494.253,720.662,Endless
1,8,1,1192.11,489.371,724.788,Endless
1,9,0,1180.33,484.537,728.76,Endless
2,0,8,1296.78,524.585,689.834,Endless
2,1,7,1283.96,519.402,695.251,Endless
2,2,6,1271.28,514.271,700.495,Endless
2,3,5,1258.72,509.192,705.569,Endless
2,4,4,1246.29,504.163,710.474,Endless
2,5,3,1233.98,499.183,715.214,Endless
2,6,2,1221.79,494.253,719.79,Endless
2,7,1,1209.72,489.371,724.206,Endless
2,8,0,1197.77,484.537,728.464,Endless
3,0,7,1302.66,519.402,692.503,Endless
3,1,6,1289.79,514.271,698.07,Endless
3,2,5,1277.05,509.192,703.461,Endless
3,3,4,1264.44,504.163,708.677,Endless
3,4,3,1251.95,499.183,713.722,Endless
3,5,2,1239.59,494.253,718.598,Endless
3,6,1,1227.34,489.371,723.308,Endless
3,7,0,1215.22,484.537,727.853,Endless
4,0,6,1308.31,514.271,695.311,Endless
4,1,5,1295.38,509.192,701.022,Endless
4,2,4,1282.59,504.163,706.554,Endless
4,3,3,1269.92,499.183,711.907,Endless
4,4,2,1257.38,494.253,717.086,Endless
4,5,1,1244.96,489.371,722.092,Endless
4,6,0,1232.66,484.537,726.929,Endless
5,0,5,1313.71,509.192,698.255,Endless
5,1,4,1300.74,504.163,704.103,Endless
5,2,3,1287.89,499.183,709.769,Endless
5,3,2,1275.17,494.253,715.253,Endless
5,4,1,1262.58,489.371,720.56,Endless
5,5,0,1250.1,484.537,725.69,Endless
6,0,4,1318.89,504.163,701.326,Endless
6,1,3,1305.86,499.183,707.307,Endless
6,2,2,1292.97,494.253,713.1,Endless
6,3,1,1280.19,489.371,718.71,Endless
6,4,0,1267.55,484.537,724.138,Endless
7,0,3,1323.83,499.183,704.521,Endless
7,1,2,1310.76,494.253,710.627,Endless
7,2,1,1297.81,489.371,716.543,Endless
7,3,0,1284.99,484.537,722.272,Endless
8,0,2,1328.55,494.253,707.833,Endless
8,1,1,1315.43,489.371,714.059,Endless
8,2,0,1302.43,484.537,720.091,Endless
9,0,1,1333.05,489.371,711.258,Endless
9,1,0,1319.88,484.537,717.597,Endless
10,0,0,1337.32,484.537,714.788,Endless
